transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,month,day_of_week,is_weekend
TXN_5881237,Cookie,2.0,1.0,2.0,Unknown,Unknown,2023-08-14,August,Monday,Weekday
TXN_2271705,Tea,5.0,1.5,7.5,Unknown,Unknown,2023-07-20,July,Thursday,Weekday
TXN_1640172,Salad,3.0,5.0,5.0,Unknown,Unknown,2023-04-13,April,Thursday,Weekday
TXN_4618211,Smoothie,4.0,4.0,16.0,Cash,Unknown,2023-09-12,September,Tuesday,Weekday
TXN_9618563,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-02-24,February,Friday,Weekday
TXN_4374260,Cookie,1.0,1.0,1.0,Cash,Unknown,2023-04-20,April,Thursday,Weekday
TXN_1946773,Sandwich,4.0,4.0,16.0,Cash,Unknown,2023-08-28,August,Monday,Weekday
TXN_4387523,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-02-07,February,Tuesday,Weekday
TXN_7661094,Salad,4.0,5.0,20.0,Cash,Unknown,2023-07-21,July,Friday,Weekday
TXN_6766664,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-05-21,May,Sunday,Weekend
TXN_9055374,Sandwich,1.0,4.0,4.0,Unknown,Takeaway,2023-05-21,May,Sunday,Weekend
TXN_1861717,Tea,2.0,1.5,3.0,Cash,In-store,2023-11-10,November,Friday,Weekday
TXN_3421079,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-12-18,December,Monday,Weekday
TXN_1637131,Unknown,4.0,3.0,6.0,Cash,Unknown,2023-12-18,December,Monday,Weekday
TXN_7636536,Cookie,2.0,1.0,2.0,Cash,Unknown,2023-05-06,May,Saturday,Weekend
TXN_4971607,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-03-30,March,Thursday,Weekday
TXN_1852436,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-03-30,March,Thursday,Weekday
TXN_9701622,Cookie,5.0,1.0,5.0,Digital Wallet,Unknown,2023-09-24,September,Sunday,Weekend
TXN_6966241,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-04-13,April,Thursday,Weekday
TXN_9252700,Unknown,3.0,3.0,9.0,Credit Card,Unknown,2023-08-24,August,Thursday,Weekday
TXN_1124900,Unknown,4.0,4.0,16.0,Credit Card,In-store,2023-09-08,September,Friday,Weekday
TXN_3964624,Tea,3.0,1.5,4.5,Unknown,In-store,2023-09-20,September,Wednesday,Weekday
TXN_2226371,Cake,1.0,3.0,3.0,Cash,Unknown,2023-11-18,November,Saturday,Weekend
TXN_5744797,Cake,3.0,3.0,3.0,Cash,In-store,2023-12-20,December,Wednesday,Weekday
TXN_5777164,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-02-07,February,Tuesday,Weekday
TXN_5817802,Coffee,5.0,2.0,10.0,Unknown,In-store,2023-02-13,February,Monday,Weekday
TXN_3787234,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-15,March,Wednesday,Weekday
TXN_4525646,Cake,3.0,3.0,9.0,Credit Card,Unknown,2023-07-07,July,Friday,Weekday
TXN_7004303,Unknown,3.0,4.0,12.0,Cash,In-store,2023-10-06,October,Friday,Weekday
TXN_8649416,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-09-21,September,Thursday,Weekday
TXN_3219599,Unknown,2.0,3.0,6.0,Unknown,Unknown,2023-08-22,August,Tuesday,Weekday
TXN_1394131,Juice,4.0,3.0,12.0,Unknown,Takeaway,2023-06-13,June,Tuesday,Weekday
TXN_9237291,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-09-22,September,Friday,Weekday
TXN_9520855,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-01-11,January,Wednesday,Weekday
TXN_4565080,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-09-28,September,Thursday,Weekday
TXN_8348710,Coffee,1.0,2.0,2.0,Cash,In-store,2023-12-27,December,Wednesday,Weekday
TXN_5127819,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-04-03,April,Monday,Weekday
TXN_7496394,Smoothie,4.0,4.0,16.0,Unknown,Unknown,2023-06-12,June,Monday,Weekday
TXN_8495889,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-06-26,June,Monday,Weekday
TXN_5064188,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-12-08,December,Friday,Weekday
TXN_6104335,Smoothie,2.0,4.0,8.0,Credit Card,Unknown,2023-11-13,November,Monday,Weekday
TXN_5313435,Salad,4.0,5.0,20.0,Cash,Unknown,2023-02-18,February,Saturday,Weekend
TXN_6700745,Juice,3.0,3.0,9.0,Unknown,In-store,2023-04-23,April,Sunday,Weekend
TXN_9897215,Cake,3.0,3.0,9.0,Credit Card,Unknown,2023-11-22,November,Wednesday,Weekday
TXN_7764175,Salad,3.0,5.0,15.0,Cash,In-store,2023-09-02,September,Saturday,Weekend
TXN_3027490,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-02-25,February,Saturday,Weekend
TXN_5368297,Smoothie,2.0,4.0,8.0,Unknown,Takeaway,2023-10-04,October,Wednesday,Weekday
TXN_2053125,Salad,1.0,5.0,5.0,Digital Wallet,Unknown,2023-07-26,July,Wednesday,Weekday
TXN_2522828,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-01-15,January,Sunday,Weekend
TXN_6616787,Unknown,2.0,3.0,6.0,Unknown,In-store,2023-09-29,September,Friday,Weekday
TXN_6419317,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-02-25,February,Saturday,Weekend
TXN_5939950,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-06-16,June,Friday,Weekday
TXN_4607296,Cake,5.0,3.0,15.0,Unknown,In-store,2023-04-02,April,Sunday,Weekend
TXN_8316135,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-06,November,Monday,Weekday
TXN_7910956,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-07-21,July,Friday,Weekday
TXN_1142233,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-09-01,September,Friday,Weekday
TXN_9810581,Unknown,1.0,3.0,3.0,Cash,Unknown,2023-11-20,November,Monday,Weekday
TXN_2588566,Unknown,3.0,5.0,15.0,Unknown,Takeaway,2023-01-10,January,Tuesday,Weekday
TXN_3786518,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-09-16,September,Saturday,Weekend
TXN_2009407,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-05-05,May,Friday,Weekday
TXN_9163155,Unknown,4.0,2.0,8.0,Credit Card,Takeaway,2023-04-23,April,Sunday,Weekend
TXN_8272750,Salad,5.0,3.0,25.0,Unknown,Unknown,2023-05-18,May,Thursday,Weekday
TXN_2532563,Salad,4.0,5.0,20.0,Unknown,Takeaway,2023-05-18,May,Thursday,Weekday
TXN_8532735,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-07-28,July,Friday,Weekday
TXN_1697299,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-10-08,October,Sunday,Weekend
TXN_5785639,Salad,1.0,5.0,5.0,Credit Card,Unknown,2023-04-10,April,Monday,Weekday
TXN_8445753,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-04-07,April,Friday,Weekday
TXN_3641519,Unknown,5.0,1.0,5.0,Digital Wallet,In-store,2023-06-08,June,Thursday,Weekday
TXN_1985278,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-02-13,February,Monday,Weekday
TXN_6612143,Tea,5.0,1.5,7.5,Cash,In-store,2023-11-07,November,Tuesday,Weekday
TXN_8352416,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-07-26,July,Wednesday,Weekday
TXN_5498693,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-05-13,May,Saturday,Weekend
TXN_2644561,Unknown,4.0,4.0,16.0,Digital Wallet,Unknown,2023-09-13,September,Wednesday,Weekday
TXN_8912001,Cookie,3.0,1.0,1.0,Credit Card,Unknown,2023-03-27,March,Monday,Weekday
TXN_8330837,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-10-13,October,Friday,Weekday
TXN_3703482,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-01-08,January,Sunday,Weekend
TXN_3455103,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-04-22,April,Saturday,Weekend
TXN_1496962,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-12-17,December,Sunday,Weekend
TXN_4216294,Tea,4.0,1.5,6.0,Cash,In-store,2023-10-19,October,Thursday,Weekday
TXN_3002889,Coffee,3.0,2.0,6.0,Digital Wallet,Unknown,2023-10-22,October,Sunday,Weekend
TXN_4275827,Unknown,2.0,1.5,3.0,Cash,Takeaway,2023-04-21,April,Friday,Weekday
TXN_6044312,Cake,2.0,3.0,6.0,Unknown,In-store,2023-01-03,January,Tuesday,Weekday
TXN_4008135,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-11-25,November,Saturday,Weekend
TXN_5336876,Smoothie,3.0,4.0,12.0,Credit Card,Unknown,2023-07-07,July,Friday,Weekday
TXN_8990020,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-09-09,September,Saturday,Weekend
TXN_5654331,Coffee,4.0,2.0,8.0,Cash,In-store,2023-07-31,July,Monday,Weekday
TXN_1213938,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-06,July,Thursday,Weekday
TXN_2522182,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-11-11,November,Saturday,Weekend
TXN_5329431,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-10-03,October,Tuesday,Weekday
TXN_9647494,Unknown,2.0,4.0,8.0,Credit Card,Unknown,2023-10-21,October,Saturday,Weekend
TXN_8482887,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-10-29,October,Sunday,Weekend
TXN_3883425,Smoothie,5.0,4.0,20.0,Digital Wallet,Unknown,2023-07-09,July,Sunday,Weekend
TXN_4434185,Smoothie,5.0,3.0,20.0,Credit Card,Takeaway,2023-04-30,April,Sunday,Weekend
TXN_7388851,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-09-30,September,Saturday,Weekend
TXN_8460225,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-02-23,February,Thursday,Weekday
TXN_5471175,Cookie,4.0,1.0,4.0,Cash,Unknown,2023-04-16,April,Sunday,Weekend
TXN_1874601,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-12-10,December,Sunday,Weekend
TXN_3641001,Smoothie,3.0,4.0,12.0,Digital Wallet,Unknown,2023-11-10,November,Friday,Weekday
TXN_6446441,Salad,3.0,5.0,15.0,Digital Wallet,Unknown,2023-02-18,February,Saturday,Weekend
TXN_9718216,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-07-07,July,Friday,Weekday
TXN_7391138,Tea,5.0,1.5,7.5,Cash,Unknown,2023-08-23,August,Wednesday,Weekday
TXN_9548077,Tea,2.0,1.5,3.0,Cash,In-store,2023-07-05,July,Wednesday,Weekday
TXN_9185022,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-19,June,Monday,Weekday
TXN_6841993,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-09-15,September,Friday,Weekday
TXN_1701766,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-11-22,November,Wednesday,Weekday
TXN_9541057,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-24,April,Monday,Weekday
TXN_4699706,Coffee,5.0,2.0,10.0,Unknown,In-store,2023-12-04,December,Monday,Weekday
TXN_2451247,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-14,February,Tuesday,Weekday
TXN_6272908,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-12-01,December,Friday,Weekday
TXN_9093708,Sandwich,3.0,3.0,12.0,Credit Card,In-store,2023-12-08,December,Friday,Weekday
TXN_7785034,Smoothie,4.0,4.0,16.0,Unknown,Takeaway,2023-11-09,November,Thursday,Weekday
TXN_4048690,Cake,3.0,3.0,9.0,Cash,In-store,2023-09-06,September,Wednesday,Weekday
TXN_4971992,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-09-24,September,Sunday,Weekend
TXN_6738516,Sandwich,3.0,4.0,20.0,Cash,Unknown,2023-10-07,October,Saturday,Weekend
TXN_3919995,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-01-26,January,Thursday,Weekday
TXN_3522385,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-19,March,Sunday,Weekend
TXN_3140020,Juice,5.0,3.0,15.0,Unknown,In-store,2023-06-19,June,Monday,Weekday
TXN_9756401,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-04,February,Saturday,Weekend
TXN_1937081,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-06-07,June,Wednesday,Weekday
TXN_9668584,Cookie,2.0,3.0,2.0,Digital Wallet,Unknown,2023-12-13,December,Wednesday,Weekday
TXN_2544072,Cookie,1.0,1.0,1.0,Unknown,In-store,2023-08-17,August,Thursday,Weekday
TXN_7260110,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-03-07,March,Tuesday,Weekday
TXN_1588687,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-08-22,August,Tuesday,Weekday
TXN_2886505,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-09-05,September,Tuesday,Weekday
TXN_3864453,Cookie,5.0,1.0,5.0,Digital Wallet,Unknown,2023-11-15,November,Wednesday,Weekday
TXN_5346027,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-12-19,December,Tuesday,Weekday
TXN_3674876,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-19,December,Tuesday,Weekday
TXN_8690361,Smoothie,3.0,4.0,12.0,Unknown,Unknown,2023-07-12,July,Wednesday,Weekday
TXN_8419805,Cake,5.0,3.0,15.0,Unknown,In-store,2023-07-24,July,Monday,Weekday
TXN_3125699,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-02-05,February,Sunday,Weekend
TXN_5106316,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-23,January,Monday,Weekday
TXN_5666369,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-07-17,July,Monday,Weekday
TXN_7712807,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-02-17,February,Friday,Weekday
TXN_8199561,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-07-31,July,Monday,Weekday
TXN_4334932,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-12-27,December,Wednesday,Weekday
TXN_4082099,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-01,June,Thursday,Weekday
TXN_9191700,Tea,5.0,1.5,7.5,Unknown,In-store,2023-10-01,October,Sunday,Weekend
TXN_2249212,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-10-01,October,Sunday,Weekend
TXN_9921392,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-06-28,June,Wednesday,Weekday
TXN_7125395,Salad,1.0,3.0,5.0,Cash,Takeaway,2023-07-23,July,Sunday,Weekend
TXN_4521701,Cake,4.0,3.0,12.0,Unknown,In-store,2023-10-08,October,Sunday,Weekend
TXN_4243930,Unknown,5.0,4.0,20.0,Cash,In-store,2023-06-07,June,Wednesday,Weekday
TXN_1418829,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-09-19,September,Tuesday,Weekday
TXN_8955306,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-10-14,October,Saturday,Weekend
TXN_7851403,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-06,March,Monday,Weekday
TXN_5288715,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-04-19,April,Wednesday,Weekday
TXN_7108056,Juice,3.0,3.0,9.0,Credit Card,Unknown,2023-01-25,January,Wednesday,Weekday
TXN_9950775,Unknown,4.0,5.0,20.0,Credit Card,Takeaway,2023-02-20,February,Monday,Weekday
TXN_9688601,Juice,1.0,3.0,3.0,Unknown,In-store,2023-10-16,October,Monday,Weekday
TXN_9924732,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-01-18,January,Wednesday,Weekday
TXN_8807429,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-07-21,July,Friday,Weekday
TXN_3340550,Juice,2.0,3.0,6.0,Digital Wallet,Unknown,2023-05-02,May,Tuesday,Weekday
TXN_4380808,Juice,4.0,3.0,12.0,Unknown,In-store,2023-04-30,April,Sunday,Weekend
TXN_6403012,Juice,5.0,3.0,15.0,Cash,In-store,2023-07-23,July,Sunday,Weekend
TXN_4176272,Coffee,1.0,2.0,2.0,Digital Wallet,Unknown,2023-06-06,June,Tuesday,Weekday
TXN_9293877,Juice,3.0,3.0,15.0,Digital Wallet,Unknown,2023-08-24,August,Thursday,Weekday
TXN_8609510,Unknown,5.0,3.0,15.0,Unknown,Takeaway,2023-05-08,May,Monday,Weekday
TXN_2294776,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-10,April,Monday,Weekday
TXN_8068515,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-16,June,Friday,Weekday
TXN_7915173,Unknown,3.0,1.0,3.0,Cash,Takeaway,2023-06-16,June,Friday,Weekday
TXN_2556999,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-08-14,August,Monday,Weekday
TXN_3816131,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-01-23,January,Monday,Weekday
TXN_6564856,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-02-16,February,Thursday,Weekday
TXN_4822256,Smoothie,1.0,4.0,4.0,Credit Card,Unknown,2023-11-11,November,Saturday,Weekend
TXN_9397870,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-05-23,May,Tuesday,Weekday
TXN_4976485,Salad,5.0,5.0,25.0,Unknown,Takeaway,2023-07-10,July,Monday,Weekday
TXN_4856060,Juice,1.0,3.0,3.0,Cash,Unknown,2023-07-29,July,Saturday,Weekend
TXN_3967103,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-11-14,November,Tuesday,Weekday
TXN_8746881,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-11-07,November,Tuesday,Weekday
TXN_4569448,Unknown,1.0,3.0,3.0,Unknown,Unknown,2023-11-07,November,Tuesday,Weekday
TXN_8732682,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-04-07,April,Friday,Weekday
TXN_3687257,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-03-27,March,Monday,Weekday
TXN_3616839,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-04-01,April,Saturday,Weekend
TXN_2875074,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-02-06,February,Monday,Weekday
TXN_5470909,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-10-21,October,Saturday,Weekend
TXN_5680657,Unknown,5.0,3.0,15.0,Cash,In-store,2023-05-16,May,Tuesday,Weekday
TXN_3587915,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-24,June,Saturday,Weekend
TXN_9406938,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-10-09,October,Monday,Weekday
TXN_9342366,Smoothie,3.0,4.0,12.0,Credit Card,Unknown,2023-02-18,February,Saturday,Weekend
TXN_3101697,Unknown,3.0,5.0,15.0,Cash,In-store,2023-05-29,May,Monday,Weekday
TXN_6146889,Juice,3.0,3.0,6.0,Unknown,Takeaway,2023-09-01,September,Friday,Weekday
TXN_7226052,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-02-21,February,Tuesday,Weekday
TXN_3422336,Tea,3.0,1.5,7.5,Unknown,Takeaway,2023-08-02,August,Wednesday,Weekday
TXN_8644398,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-02-08,February,Wednesday,Weekday
TXN_8112788,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-07,August,Monday,Weekday
TXN_4179583,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-06-13,June,Tuesday,Weekday
TXN_3787265,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-12-16,December,Saturday,Weekend
TXN_3577683,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-17,September,Sunday,Weekend
TXN_1310741,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-07-25,July,Tuesday,Weekday
TXN_2862856,Cake,5.0,3.0,15.0,Unknown,Takeaway,2023-02-01,February,Wednesday,Weekday
TXN_4940237,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-03,August,Thursday,Weekday
TXN_8765822,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-22,March,Wednesday,Weekday
TXN_3205813,Juice,3.0,3.0,9.0,Cash,In-store,2023-04-25,April,Tuesday,Weekday
TXN_8436045,Cake,3.0,3.0,15.0,Credit Card,Unknown,2023-08-08,August,Tuesday,Weekday
TXN_5751040,Tea,5.0,1.5,7.5,Cash,Unknown,2023-02-27,February,Monday,Weekday
TXN_4657291,Coffee,3.0,2.0,4.0,Unknown,Takeaway,2023-05-05,May,Friday,Weekday
TXN_8018572,Cookie,5.0,1.0,5.0,Unknown,In-store,2023-10-09,October,Monday,Weekday
TXN_3454877,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-19,April,Wednesday,Weekday
TXN_1837764,Tea,3.0,1.5,4.5,Cash,In-store,2023-07-30,July,Sunday,Weekend
TXN_4120124,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-06-08,June,Thursday,Weekday
TXN_1661682,Unknown,5.0,4.0,20.0,Digital Wallet,Unknown,2023-07-13,July,Thursday,Weekday
TXN_1927404,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-12-22,December,Friday,Weekday
TXN_9147596,Coffee,2.0,3.0,4.0,Digital Wallet,Takeaway,2023-10-08,October,Sunday,Weekend
TXN_5012988,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-08-17,August,Thursday,Weekday
TXN_1534763,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-17,September,Sunday,Weekend
TXN_4485458,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-08,December,Friday,Weekday
TXN_9288882,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-04-23,April,Sunday,Weekend
TXN_3964550,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-06-09,June,Friday,Weekday
TXN_2509803,Coffee,1.0,3.0,2.0,Unknown,Unknown,2023-02-22,February,Wednesday,Weekday
TXN_3769567,Unknown,1.0,1.0,1.0,Digital Wallet,In-store,2023-02-10,February,Friday,Weekday
TXN_4529101,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-17,September,Sunday,Weekend
TXN_2391534,Cookie,3.0,1.0,3.0,Credit Card,Unknown,2023-05-06,May,Saturday,Weekend
TXN_8379919,Cookie,3.0,1.0,3.0,Digital Wallet,Unknown,2023-12-04,December,Monday,Weekday
TXN_6474636,Unknown,3.0,1.5,4.5,Unknown,In-store,2023-10-25,October,Wednesday,Weekday
TXN_6219977,Cookie,2.0,1.0,2.0,Credit Card,Unknown,2023-12-17,December,Sunday,Weekend
TXN_5731238,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-03-27,March,Monday,Weekday
TXN_7825796,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-04-03,April,Monday,Weekday
TXN_2375667,Salad,1.0,5.0,5.0,Cash,Unknown,2023-12-28,December,Thursday,Weekday
TXN_5213761,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-18,August,Friday,Weekday
TXN_1427485,Coffee,3.0,2.0,6.0,Credit Card,Unknown,2023-07-19,July,Wednesday,Weekday
TXN_5954991,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-08-07,August,Monday,Weekday
TXN_8860270,Unknown,1.0,4.0,4.0,Cash,Takeaway,2023-11-06,November,Monday,Weekday
TXN_6482416,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-07-20,July,Thursday,Weekday
TXN_4916611,Juice,5.0,3.0,15.0,Unknown,Takeaway,2023-05-21,May,Sunday,Weekend
TXN_4814244,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-06-01,June,Thursday,Weekday
TXN_7968892,Tea,2.0,1.5,3.0,Unknown,In-store,2023-10-02,October,Monday,Weekday
TXN_9535721,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-03,August,Thursday,Weekday
TXN_2161372,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-12-17,December,Sunday,Weekend
TXN_8877714,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-03-28,March,Tuesday,Weekday
TXN_5478129,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-01-22,January,Sunday,Weekend
TXN_7267366,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-06-02,June,Friday,Weekday
TXN_4696403,Unknown,3.0,1.0,3.0,Cash,Unknown,2023-08-19,August,Saturday,Weekend
TXN_2480808,Unknown,1.0,3.0,4.0,Credit Card,Unknown,2023-03-30,March,Thursday,Weekday
TXN_8688603,Coffee,2.0,2.0,4.0,Cash,Unknown,2023-05-05,May,Friday,Weekday
TXN_6148811,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-18,June,Sunday,Weekend
TXN_2827259,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-06-18,June,Sunday,Weekend
TXN_4382406,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-09-26,September,Tuesday,Weekday
TXN_5426507,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-06-13,June,Tuesday,Weekday
TXN_3855408,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-02,June,Friday,Weekday
TXN_6992783,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-01-29,January,Sunday,Weekend
TXN_8801160,Salad,2.0,5.0,10.0,Cash,In-store,2023-01-29,January,Sunday,Weekend
TXN_2638810,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-11-16,November,Thursday,Weekday
TXN_9158251,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-03-24,March,Friday,Weekday
TXN_3390610,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-02-01,February,Wednesday,Weekday
TXN_6498876,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-08-20,August,Sunday,Weekend
TXN_1627038,Juice,4.0,3.0,12.0,Unknown,Takeaway,2023-12-25,December,Monday,Weekday
TXN_2785262,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-08-30,August,Wednesday,Weekday
TXN_9944730,Tea,1.0,1.5,1.5,Digital Wallet,Unknown,2023-04-10,April,Monday,Weekday
TXN_7002929,Cookie,1.0,1.0,1.0,Unknown,In-store,2023-01-30,January,Monday,Weekday
TXN_7484886,Smoothie,3.0,4.0,12.0,Unknown,Unknown,2023-04-17,April,Monday,Weekday
TXN_7316790,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-11-07,November,Tuesday,Weekday
TXN_4663529,Sandwich,5.0,4.0,20.0,Digital Wallet,Unknown,2023-12-24,December,Sunday,Weekend
TXN_2675174,Salad,2.0,5.0,10.0,Unknown,Takeaway,2023-12-04,December,Monday,Weekday
TXN_4350798,Unknown,1.0,5.0,5.0,Credit Card,In-store,2023-11-23,November,Thursday,Weekday
TXN_7229543,Cake,1.0,3.0,3.0,Credit Card,Unknown,2023-07-10,July,Monday,Weekday
TXN_4330643,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-05-15,May,Monday,Weekday
TXN_2003488,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-09-25,September,Monday,Weekday
